Order_ID,Distributor_ID,Product_ID,Order_Date,Quantity_Ordered,Discount%_Applied,Unit_Price
B2B003845,D0022,P0031,02-12-2023,32,0.12,270.776
B2B003846,D0060,P0010,18-05-2024,62,0.1,321.264
B2B003847,D0008,P0035,19-04-2024,64,0.04,463.8336
B2B003848,D0041,P0027,07-03-2023,70,0.19,87.3504
B2B003849,D0013,P0006,30-11-2023,73,0.17,71.7452
B2B003850,D0067,P0015,06-01-2023,38,0.05,94.1355
B2B003851,D0048,P0031,07-04-2023,51,0.12,270.776
B2B003852,D0025,P0012,11-09-2023,98,0.15,412.471
B2B003853,D0051,P0045,08-02-2024,68,0.18,112.176
B2B003854,D0049,P0018,30-01-2024,85,0.1,240.417
B2B003855,D0002,P0039,02-02-2023,99,0.19,279.6687
B2B003856,D0025,P0027,16-01-2024,60,0.2,86.272
B2B003857,D0066,P0025,29-01-2023,82,0.12,205.4536
B2B003858,D0071,P0011,28-11-2023,77,0.05,19.0855
B2B003859,D0062,P0015,12-03-2023,99,0.08,91.1628
B2B003860,D0022,P0034,06-05-2024,44,0.04,455.952
B2B003861,D0079,P0035,13-02-2024,21,0,483.16
B2B003862,D0067,P0044,03-11-2023,37,0.11,405.4573
B2B003863,D0083,P0013,28-06-2024,43,0.07,388.647
B2B003864,D0026,P0050,18-12-2023,24,0.04,96.5568
B2B003865,D0056,P0010,11-02-2023,31,0.05,339.112
B2B003866,D0075,P0047,05-01-2024,44,0.08,149.7208
B2B003867,D0027,P0010,13-11-2023,52,0.1,321.264
B2B003868,D0090,P0012,29-08-2023,47,0.11,431.8814
B2B003869,D0093,P0020,27-09-2023,92,0.04,146.592
B2B003870,D0062,P0007,14-08-2023,91,0.06,36.1524
B2B003871,D0020,P0030,14-08-2023,38,0.15,27.846
B2B003872,D0033,P0005,16-05-2023,26,0.18,70.889
B2B003873,D0072,P0046,15-05-2023,91,0.03,324.6008
B2B003874,D0062,P0009,19-05-2024,46,0,304.55
B2B003875,D0082,P0012,08-06-2023,80,0.07,451.2918
B2B003876,D0026,P0005,12-01-2024,19,0.15,73.4825
B2B003877,D0076,P0008,12-08-2023,37,0.05,412.7085
B2B003878,D0095,P0007,23-01-2024,36,0.12,33.8448
B2B003879,D0023,P0029,29-03-2023,60,0.01,297.2772
B2B003880,D0082,P0004,02-11-2023,90,0.03,294.2398
B2B003881,D0008,P0007,15-11-2023,50,0.1,34.614
B2B003882,D0036,P0028,04-01-2024,50,0.18,214.8154
B2B003883,D0068,P0004,15-06-2023,28,0.06,285.1396
B2B003884,D0006,P0004,23-10-2023,29,0.09,276.0394
B2B003885,D0032,P0031,12-01-2024,85,0.17,255.391
B2B003886,D0028,P0022,29-07-2023,16,0.12,68.948
B2B003887,D0083,P0031,25-06-2024,92,0.05,292.315
B2B003888,D0088,P0023,23-03-2023,78,0.01,151.6185
B2B003889,D0092,P0004,04-01-2024,75,0.09,276.0394
B2B003890,D0001,P0049,20-08-2023,61,0.03,269.5533
B2B003891,D0080,P0027,07-12-2023,34,0.18,88.4288
B2B003892,D0074,P0037,12-03-2023,78,0.01,157.6674
B2B003893,D0042,P0012,09-04-2023,73,0.05,460.997
B2B003894,D0057,P0017,30-04-2024,91,0.01,157.4892
B2B003895,D0042,P0031,01-06-2023,48,0.2,246.16
B2B003896,D0027,P0008,28-01-2023,50,0.04,417.0528
B2B003897,D0083,P0003,31-08-2023,83,0.07,342.8724
B2B003898,D0044,P0026,28-08-2023,27,0.07,367.1082
B2B003899,D0008,P0026,05-11-2023,78,0.11,351.3186
B2B003900,D0093,P0048,14-06-2024,74,0.14,227.7538
B2B003901,D0080,P0001,13-03-2024,10,0.02,189.6496
B2B003902,D0029,P0020,09-08-2023,27,0.04,146.592
B2B003903,D0015,P0045,23-03-2024,71,0.03,132.696
B2B003904,D0025,P0022,01-06-2024,14,0.19,63.4635
B2B003905,D0007,P0011,28-10-2023,54,0.07,18.6837
B2B003906,D0037,P0007,24-03-2023,54,0.14,33.0756
B2B003907,D0082,P0032,15-11-2023,63,0.03,90.7532
B2B003908,D0033,P0002,04-06-2023,90,0.09,433.0235
B2B003909,D0063,P0007,19-01-2024,48,0.19,31.1526
B2B003910,D0091,P0033,24-04-2024,97,0.17,34.7604
B2B003911,D0087,P0035,02-02-2023,54,0.2,386.528
B2B003912,D0043,P0029,09-06-2023,87,0.08,276.2576
B2B003913,D0012,P0046,24-03-2024,41,0.02,327.9472
B2B003914,D0064,P0026,09-02-2024,25,0.06,371.0556
B2B003915,D0069,P0004,13-06-2024,36,0.14,260.8724
B2B003916,D0017,P0025,01-02-2023,63,0.15,198.4495
B2B003917,D0054,P0049,20-01-2023,49,0.15,236.2065
B2B003918,D0050,P0050,23-06-2024,27,0.03,97.5626
B2B003919,D0053,P0042,06-02-2024,83,0.08,232.4288
B2B003920,D0080,P0044,09-02-2024,55,0.11,405.4573
B2B003921,D0009,P0017,01-06-2023,94,0.08,146.3536
B2B003922,D0098,P0012,31-10-2023,53,0.09,441.5866
B2B003923,D0080,P0015,21-08-2023,81,0.06,93.1446
B2B003924,D0008,P0019,01-05-2024,31,0.09,201.7015
B2B003925,D0009,P0048,19-09-2023,67,0.07,246.2919
B2B003926,D0015,P0037,23-08-2023,31,0.17,132.1858
B2B003927,D0061,P0028,14-01-2023,29,0.14,225.2942
B2B003928,D0095,P0023,24-02-2023,61,0.18,125.583
B2B003929,D0042,P0042,26-10-2023,28,0.15,214.744
B2B003930,D0012,P0029,27-05-2023,20,0.12,264.2464
B2B003931,D0096,P0046,23-05-2024,62,0.06,314.5616
B2B003932,D0026,P0030,21-02-2024,88,0.08,30.1392
B2B003933,D0054,P0021,24-10-2023,76,0.18,254.0442
B2B003934,D0004,P0014,16-11-2023,77,0.17,94.6615
B2B003935,D0073,P0032,11-12-2023,60,0.09,85.1396
B2B003936,D0004,P0016,20-01-2023,86,0.06,93.8778
B2B003937,D0062,P0035,09-01-2024,86,0.12,425.1808
B2B003938,D0008,P0047,14-03-2024,29,0.13,141.5838
B2B003939,D0046,P0023,21-09-2023,95,0,153.15
B2B003940,D0061,P0016,12-05-2024,57,0.07,92.8791
B2B003941,D0015,P0032,17-09-2023,52,0.17,77.6548
B2B003942,D0074,P0050,31-05-2023,93,0.05,95.551
B2B003943,D0061,P0046,10-04-2024,32,0.07,311.2152
B2B003944,D0076,P0027,26-05-2024,95,0.18,88.4288
B2B003945,D0067,P0027,12-04-2024,56,0.19,87.3504
B2B003946,D0003,P0046,20-05-2024,65,0.05,317.908
B2B003947,D0008,P0016,24-10-2023,16,0.09,90.8817
B2B003948,D0035,P0014,12-03-2023,22,0.12,100.364
B2B003949,D0069,P0045,27-03-2024,68,0.07,127.224
B2B003950,D0038,P0046,09-07-2023,10,0.02,327.9472
B2B003951,D0059,P0011,06-07-2023,83,0.11,17.8801
B2B003952,D0040,P0018,16-10-2023,73,0.18,219.0466
B2B003953,D0086,P0050,29-04-2024,14,0.04,96.5568
B2B003954,D0100,P0050,19-02-2024,85,0.2,80.464
B2B003955,D0023,P0034,22-12-2023,39,0.05,451.2025
B2B003956,D0045,P0002,22-12-2023,55,0.13,413.9895
B2B003957,D0092,P0011,29-10-2023,87,0.14,17.2774
B2B003958,D0027,P0037,06-06-2023,64,0.18,130.5932
B2B003959,D0068,P0040,18-10-2023,70,0.16,189.5628
B2B003960,D0093,P0008,11-12-2023,78,0,434.43
B2B003961,D0009,P0043,28-11-2023,47,0.02,26.313
B2B003962,D0023,P0009,01-05-2024,92,0.09,277.1405
B2B003963,D0088,P0048,09-05-2023,84,0.16,222.4572
B2B003964,D0078,P0047,22-06-2024,57,0.02,159.4852
B2B003965,D0099,P0050,07-11-2023,70,0.11,89.5162
B2B003966,D0014,P0033,06-10-2023,74,0.13,36.4356
B2B003967,D0063,P0018,09-07-2023,57,0.1,240.417
B2B003968,D0086,P0045,08-06-2023,75,0.13,119.016
B2B003969,D0023,P0016,27-01-2023,43,0.2,79.896
B2B003970,D0018,P0049,05-07-2023,43,0.11,247.3221
B2B003971,D0021,P0022,03-06-2023,65,0.19,63.4635
B2B003972,D0036,P0005,12-09-2023,71,0.18,70.889
B2B003973,D0066,P0033,10-11-2023,45,0.09,38.1108
B2B003974,D0005,P0044,07-03-2023,67,0.17,378.1231
B2B003975,D0020,P0025,03-01-2023,84,0.03,226.4659
B2B003976,D0056,P0002,25-10-2023,43,0.19,385.4385
B2B003977,D0030,P0021,21-12-2023,31,0.18,254.0442
B2B003978,D0022,P0037,28-07-2023,97,0.14,136.9636
B2B003979,D0089,P0001,15-04-2023,80,0.14,166.4272
B2B003980,D0040,P0006,10-03-2024,91,0.19,70.0164
B2B003981,D0005,P0011,26-01-2023,28,0.03,19.4873
B2B003982,D0053,P0042,23-06-2023,55,0.2,202.112
B2B003983,D0046,P0044,09-12-2023,32,0.03,441.9029
B2B003984,D0051,P0033,30-06-2023,22,0.02,41.0424
B2B003985,D0060,P0045,11-01-2023,38,0.02,134.064
B2B003986,D0042,P0012,12-04-2024,46,0.19,393.0606
B2B003987,D0023,P0047,22-05-2024,66,0.05,154.603
B2B003988,D0084,P0046,19-03-2023,79,0.09,304.5224
B2B003989,D0099,P0010,03-06-2024,67,0.19,289.1376
B2B003990,D0090,P0008,02-10-2023,91,0.13,377.9541
B2B003991,D0075,P0021,23-04-2024,19,0.12,272.6328
B2B003992,D0053,P0005,29-03-2024,32,0.16,72.618
B2B003993,D0001,P0026,13-05-2024,28,0.02,386.8452
B2B003994,D0002,P0039,02-10-2023,28,0.07,321.1011
B2B003995,D0096,P0005,07-05-2023,72,0.18,70.889
B2B003996,D0095,P0002,26-06-2024,96,0.05,452.0575
B2B003997,D0021,P0006,17-05-2023,92,0.06,81.2536
B2B003998,D0084,P0010,02-10-2023,92,0.09,324.8336
B2B003999,D0066,P0049,06-02-2024,81,0.05,263.9955
B2B004000,D0088,P0050,05-12-2023,10,0.08,92.5336
B2B004001,D0031,P0039,23-01-2024,12,0.13,300.3849
B2B004002,D0042,P0007,27-04-2023,34,0.1,34.614
B2B004003,D0070,P0044,26-03-2024,70,0.04,437.3472
B2B004004,D0020,P0017,25-12-2023,90,0.16,133.6272
B2B004005,D0085,P0029,14-11-2023,30,0,300.28
B2B004006,D0027,P0024,22-05-2023,84,0.1,170.568
B2B004007,D0048,P0022,12-06-2023,99,0.09,71.2985
B2B004008,D0096,P0003,15-05-2023,76,0.19,298.6308
B2B004009,D0041,P0005,12-04-2023,87,0.05,82.1275
B2B004010,D0003,P0007,29-02-2024,21,0.1,34.614
B2B004011,D0047,P0004,09-07-2023,90,0.1,273.006
B2B004012,D0095,P0049,11-01-2024,64,0.03,269.5533
B2B004013,D0070,P0041,13-07-2023,58,0.13,60.726
B2B004014,D0096,P0014,14-02-2024,41,0.13,99.2235
B2B004015,D0084,P0031,25-02-2024,47,0.17,255.391
B2B004016,D0023,P0046,28-12-2023,74,0.17,277.7512
B2B004017,D0095,P0005,07-07-2023,38,0.09,78.6695
B2B004018,D0052,P0016,13-01-2023,77,0.11,88.8843
B2B004019,D0069,P0041,25-06-2024,28,0.03,67.706
B2B004020,D0089,P0046,31-05-2024,28,0.18,274.4048
B2B004021,D0072,P0044,24-05-2024,38,0.16,382.6788
B2B004022,D0006,P0037,16-04-2023,30,0.16,133.7784
B2B004023,D0071,P0040,16-08-2023,37,0.15,191.8195
B2B004024,D0066,P0036,18-06-2024,63,0.18,333.0102
B2B004025,D0042,P0002,05-01-2023,84,0.03,461.5745
B2B004026,D0067,P0020,07-09-2023,32,0.19,123.687
B2B004027,D0064,P0017,02-01-2023,24,0.2,127.264
B2B004028,D0080,P0009,06-09-2023,90,0.14,261.913
B2B004029,D0019,P0013,08-02-2023,14,0,417.9
B2B004030,D0092,P0015,14-06-2024,30,0.12,87.1992
B2B004031,D0083,P0026,09-04-2023,25,0.13,343.4238
B2B004032,D0061,P0028,23-05-2023,53,0.03,254.1109
B2B004033,D0086,P0021,19-03-2023,90,0.06,291.2214
B2B004034,D0003,P0003,03-02-2024,81,0.09,335.4988
B2B004035,D0047,P0025,24-02-2024,22,0.11,207.7883
B2B004036,D0025,P0040,20-04-2024,11,0.12,198.5896
B2B004037,D0052,P0010,27-04-2024,68,0.02,349.8208
B2B004038,D0042,P0017,28-03-2024,54,0.07,147.9444
B2B004039,D0042,P0007,03-01-2024,85,0.19,31.1526
B2B004040,D0088,P0029,01-04-2023,39,0.16,252.2352
B2B004041,D0003,P0014,23-05-2024,47,0.11,101.5045
B2B004042,D0015,P0031,01-02-2024,38,0.17,255.391
B2B004043,D0031,P0044,11-04-2023,13,0.15,387.2345
B2B004044,D0045,P0042,01-11-2023,94,0.13,219.7968
B2B004045,D0030,P0033,28-01-2024,42,0.19,33.9228
B2B004046,D0024,P0019,11-07-2023,86,0.1,199.485
B2B004047,D0021,P0039,15-05-2024,96,0.06,324.5538
B2B004048,D0047,P0038,03-01-2024,64,0.15,49.181
B2B004049,D0098,P0018,21-06-2023,48,0.09,243.0883
B2B004050,D0004,P0014,09-11-2023,65,0.09,103.7855
B2B004051,D0062,P0026,15-07-2023,30,0.19,319.7394
B2B004052,D0054,P0002,25-08-2023,47,0.08,437.782
B2B004053,D0021,P0047,29-12-2023,15,0.04,156.2304
B2B004054,D0013,P0044,09-05-2023,55,0.19,369.0117
B2B004055,D0064,P0032,26-11-2023,63,0.07,87.0108
B2B004056,D0017,P0011,31-07-2023,79,0.05,19.0855
B2B004057,D0090,P0042,14-02-2024,27,0.03,245.0608
B2B004058,D0100,P0046,04-07-2023,21,0.01,331.2936
B2B004059,D0065,P0034,31-07-2023,76,0.03,460.7015
B2B004060,D0031,P0040,25-05-2023,99,0.15,191.8195
B2B004061,D0026,P0001,04-05-2023,80,0.01,191.5848
B2B004062,D0037,P0039,15-03-2024,38,0.2,276.216
B2B004063,D0043,P0009,20-06-2024,81,0.08,280.186
B2B004064,D0027,P0046,19-06-2023,68,0.07,311.2152
B2B004065,D0006,P0024,01-06-2023,53,0.16,159.1968
B2B004066,D0074,P0046,19-08-2023,17,0.08,307.8688
B2B004067,D0077,P0010,18-04-2023,70,0.07,331.9728
B2B004068,D0059,P0045,02-06-2024,65,0.12,120.384
B2B004069,D0087,P0027,10-05-2024,25,0.13,93.8208
B2B004070,D0013,P0012,18-11-2023,81,0.12,427.0288
B2B004071,D0032,P0042,10-01-2024,40,0.15,214.744
B2B004072,D0049,P0045,09-05-2023,79,0.17,113.544
B2B004073,D0034,P0032,13-03-2024,39,0,93.56
B2B004074,D0003,P0046,20-02-2024,41,0.11,297.8296
B2B004075,D0014,P0041,01-04-2024,91,0.16,58.632
B2B004076,D0070,P0022,19-02-2023,76,0.14,67.381
B2B004077,D0063,P0003,02-08-2023,51,0.07,342.8724
B2B004078,D0087,P0022,14-05-2023,39,0.06,73.649
B2B004079,D0013,P0007,31-05-2024,62,0.1,34.614
B2B004080,D0054,P0041,09-05-2023,35,0.19,56.538
B2B004081,D0056,P0003,24-07-2023,18,0.06,346.5592
B2B004082,D0046,P0023,07-01-2024,58,0.14,131.709
B2B004083,D0098,P0013,14-12-2023,27,0.13,363.573
B2B004084,D0100,P0019,25-01-2023,92,0.09,201.7015
B2B004085,D0050,P0033,23-12-2023,52,0.16,35.1792
B2B004086,D0032,P0023,25-05-2023,47,0.05,145.4925
B2B004087,D0020,P0032,22-06-2023,39,0.12,82.3328
B2B004088,D0026,P0011,27-04-2024,66,0.11,17.8801
B2B004089,D0030,P0016,10-07-2023,64,0.17,82.8921
B2B004090,D0071,P0025,05-08-2023,37,0.07,217.1271
B2B004091,D0046,P0035,30-08-2023,86,0.18,396.1912
B2B004092,D0097,P0049,09-08-2023,93,0.15,236.2065
B2B004093,D0054,P0024,11-05-2023,40,0.18,155.4064
B2B004094,D0051,P0041,28-03-2024,94,0.02,68.404
B2B004095,D0052,P0015,26-03-2023,19,0,99.09
B2B004096,D0088,P0049,26-08-2023,78,0.16,233.4276
B2B004097,D0067,P0036,27-09-2023,26,0.2,324.888
B2B004098,D0001,P0038,03-03-2023,18,0.07,53.8098
B2B004099,D0083,P0039,22-02-2024,78,0.08,317.6484
B2B004100,D0086,P0019,21-02-2023,20,0.2,177.32
B2B004101,D0057,P0030,03-07-2023,62,0.19,26.5356
B2B004102,D0066,P0040,30-10-2023,98,0.03,218.8999
B2B004103,D0060,P0036,25-06-2023,88,0.06,381.7434
B2B004104,D0013,P0018,07-04-2024,58,0.16,224.3892
B2B004105,D0071,P0049,25-04-2023,70,0.11,247.3221
B2B004106,D0091,P0033,03-01-2023,90,0.04,40.2048
B2B004107,D0050,P0016,22-06-2024,70,0.19,80.8947
B2B004108,D0046,P0031,20-06-2023,55,0.03,298.469
B2B004109,D0053,P0026,22-06-2024,34,0.04,378.9504
B2B004110,D0082,P0028,19-01-2024,37,0.15,222.6745
B2B004111,D0028,P0014,30-01-2024,25,0.14,98.083
B2B004112,D0095,P0016,11-03-2024,82,0.18,81.8934
B2B004113,D0032,P0042,22-10-2023,91,0.16,212.2176
B2B004114,D0075,P0001,14-08-2023,15,0.09,176.1032
B2B004115,D0005,P0031,04-10-2023,96,0.07,286.161
B2B004116,D0012,P0038,23-06-2023,26,0.16,48.6024
B2B004117,D0081,P0005,10-02-2023,92,0.11,76.9405
B2B004118,D0086,P0045,06-11-2023,10,0.07,127.224
B2B004119,D0042,P0042,28-05-2024,22,0.03,245.0608
B2B004120,D0047,P0026,18-06-2023,86,0.14,339.4764
B2B004121,D0079,P0014,14-05-2023,83,0,114.05
B2B004122,D0020,P0021,19-01-2023,77,0.01,306.7119
B2B004123,D0010,P0008,10-08-2023,31,0.06,408.3642
B2B004124,D0037,P0031,01-05-2023,72,0.05,292.315
B2B004125,D0022,P0034,10-03-2023,88,0.02,465.451
B2B004126,D0040,P0028,16-08-2023,68,0.02,256.7306
B2B004127,D0098,P0040,09-06-2023,59,0.1,203.103
B2B004128,D0052,P0033,26-02-2023,75,0.06,39.3672
B2B004129,D0030,P0001,20-02-2023,24,0.01,191.5848
B2B004130,D0037,P0039,18-04-2024,42,0.03,334.9119
B2B004131,D0013,P0006,22-04-2024,65,0.02,84.7112
B2B004132,D0025,P0003,14-09-2023,52,0.02,361.3064
B2B004133,D0011,P0031,26-04-2024,74,0.13,267.699
B2B004134,D0061,P0008,27-03-2024,57,0.16,364.9212
B2B004135,D0067,P0022,03-01-2024,12,0.05,74.4325
B2B004136,D0088,P0018,30-12-2023,81,0.13,232.4031
B2B004137,D0090,P0009,24-03-2023,63,0,304.55
B2B004138,D0050,P0010,04-04-2023,47,0.09,324.8336
B2B004139,D0029,P0043,14-05-2024,26,0.17,22.2855
B2B004140,D0004,P0031,08-12-2023,60,0.12,270.776
B2B004141,D0002,P0046,11-05-2024,49,0.15,284.444
B2B004142,D0018,P0009,05-10-2023,41,0.17,252.7765
B2B004143,D0072,P0004,06-05-2024,89,0.1,273.006
B2B004144,D0047,P0037,04-03-2023,93,0.06,149.7044
B2B004145,D0073,P0020,09-01-2023,14,0.14,131.322
B2B004146,D0028,P0041,18-11-2023,20,0,69.8
B2B004147,D0023,P0021,31-01-2024,19,0.04,297.4176
B2B004148,D0048,P0028,18-01-2023,86,0.11,233.1533
B2B004149,D0076,P0043,19-11-2023,46,0.07,24.9705
B2B004150,D0077,P0008,30-04-2023,98,0.19,351.8883
B2B004151,D0099,P0045,01-11-2023,32,0.08,125.856
B2B004152,D0034,P0049,09-06-2023,81,0.14,238.9854
B2B004153,D0008,P0011,03-04-2024,95,0.13,17.4783
B2B004154,D0081,P0002,05-07-2023,75,0.13,413.9895
B2B004155,D0018,P0019,07-11-2023,20,0.18,181.753
B2B004156,D0056,P0041,23-07-2023,70,0.19,56.538
B2B004157,D0013,P0037,10-09-2023,14,0.03,154.4822
B2B004158,D0100,P0046,11-01-2024,94,0.04,321.2544
B2B004159,D0076,P0033,02-02-2024,86,0.05,39.786
B2B004160,D0009,P0011,10-05-2024,67,0.04,19.2864
B2B004161,D0002,P0029,03-08-2023,38,0.15,255.238
B2B004162,D0060,P0018,10-05-2024,48,0.01,264.4587
B2B004163,D0022,P0042,19-09-2023,93,0.19,204.6384
B2B004164,D0002,P0019,01-03-2023,41,0.17,183.9695
B2B004165,D0019,P0042,06-08-2023,16,0.16,212.2176
B2B004166,D0045,P0021,01-06-2023,78,0.17,257.1423
B2B004167,D0064,P0031,25-02-2024,42,0.04,295.392
B2B004168,D0070,P0008,03-02-2023,34,0.03,421.3971
B2B004169,D0093,P0014,17-03-2024,83,0.14,98.083
B2B004170,D0068,P0002,05-12-2023,67,0.16,399.714
B2B004171,D0067,P0038,28-04-2023,87,0.02,56.7028
B2B004172,D0091,P0050,14-02-2024,51,0.09,91.5278
B2B004173,D0038,P0047,13-05-2024,42,0.16,136.7016
B2B004174,D0011,P0016,20-05-2024,30,0.11,88.8843
B2B004175,D0066,P0027,11-01-2024,91,0.01,106.7616
B2B004176,D0044,P0006,25-04-2024,48,0.17,71.7452
B2B004177,D0001,P0027,29-06-2023,40,0.1,97.056
B2B004178,D0010,P0016,05-04-2024,41,0.11,88.8843
B2B004179,D0005,P0043,30-05-2023,35,0,26.85
B2B004180,D0100,P0020,16-04-2024,96,0.04,146.592
B2B004181,D0011,P0050,13-09-2023,26,0.19,81.4698
B2B004182,D0011,P0011,21-05-2024,22,0.04,19.2864
B2B004183,D0081,P0037,11-12-2023,90,0.12,140.1488
B2B004184,D0088,P0014,24-04-2024,42,0.17,94.6615
B2B004185,D0011,P0037,12-05-2024,41,0.08,146.5192
B2B004186,D0005,P0008,07-10-2023,58,0.11,386.6427
B2B004187,D0077,P0045,13-09-2023,28,0.06,128.592
B2B004188,D0032,P0022,05-04-2023,25,0.02,76.783
B2B004189,D0097,P0043,27-11-2023,39,0.01,26.5815
B2B004190,D0096,P0012,01-01-2023,41,0.07,451.2918
B2B004191,D0031,P0010,21-06-2024,44,0.19,289.1376
B2B004192,D0004,P0026,29-08-2023,84,0.15,335.529
B2B004193,D0016,P0027,25-02-2023,18,0.05,102.448
B2B004194,D0026,P0030,04-11-2023,37,0.19,26.5356
B2B004195,D0013,P0035,09-03-2024,92,0.17,401.0228
B2B004196,D0047,P0021,26-04-2024,84,0.17,257.1423
B2B004197,D0075,P0042,27-04-2024,77,0.18,207.1648
B2B004198,D0003,P0049,27-06-2023,45,0.05,263.9955
B2B004199,D0040,P0041,06-09-2023,27,0.06,65.612
B2B004200,D0047,P0016,17-08-2023,27,0.14,85.8882
B2B004201,D0067,P0001,15-08-2023,17,0.19,156.7512
B2B004202,D0048,P0015,11-08-2023,19,0.02,97.1082
B2B004203,D0042,P0014,23-02-2023,74,0.17,94.6615
B2B004204,D0045,P0030,19-03-2024,81,0,32.76
B2B004205,D0005,P0032,11-01-2023,88,0.13,81.3972
B2B004206,D0049,P0046,05-03-2024,47,0.01,331.2936
B2B004207,D0012,P0013,29-10-2023,19,0.11,371.931
B2B004208,D0043,P0011,30-03-2023,33,0.2,16.072
B2B004209,D0093,P0037,08-05-2024,14,0.01,157.6674
B2B004210,D0021,P0027,30-12-2023,74,0.05,102.448
B2B004211,D0061,P0045,03-11-2023,41,0.18,112.176
B2B004212,D0049,P0048,23-12-2023,23,0.02,259.5334
B2B004213,D0046,P0034,03-02-2024,92,0.08,436.954
B2B004214,D0098,P0013,20-01-2023,89,0.18,342.678
B2B004215,D0100,P0030,01-06-2023,30,0.07,30.4668
B2B004216,D0048,P0005,18-10-2023,62,0.17,71.7535
B2B004217,D0033,P0017,17-05-2024,73,0.16,133.6272
B2B004218,D0080,P0028,28-05-2024,84,0.01,259.3503
B2B004219,D0083,P0004,12-03-2024,31,0.15,257.839
B2B004220,D0034,P0021,05-09-2023,53,0.05,294.3195
B2B004221,D0003,P0014,29-01-2023,88,0.16,95.802
B2B004222,D0083,P0035,16-12-2023,19,0.05,459.002
B2B004223,D0008,P0043,21-10-2023,52,0.09,24.4335
B2B004224,D0040,P0025,07-04-2023,45,0.01,231.1353
B2B004225,D0024,P0001,16-04-2024,36,0.18,158.6864
B2B004226,D0084,P0016,16-03-2024,25,0.06,93.8778
B2B004227,D0100,P0020,05-04-2024,30,0.18,125.214
B2B004228,D0063,P0035,06-06-2023,15,0.16,405.8544
B2B004229,D0055,P0038,30-12-2023,64,0.16,48.6024
B2B004230,D0089,P0021,03-09-2023,36,0.2,247.848
B2B004231,D0008,P0044,15-03-2024,10,0.06,428.2358
B2B004232,D0097,P0038,03-04-2024,61,0.1,52.074
B2B004233,D0081,P0014,27-04-2024,97,0.12,100.364
B2B004234,D0080,P0035,03-06-2023,36,0.07,449.3388
B2B004235,D0046,P0005,28-07-2023,88,0.1,77.805
B2B004236,D0040,P0006,24-06-2023,81,0.03,83.8468
B2B004237,D0077,P0028,30-05-2023,67,0.09,238.3927
B2B004238,D0017,P0002,08-06-2023,36,0.1,428.265
B2B004239,D0007,P0015,04-11-2023,65,0.11,88.1901
B2B004240,D0089,P0008,03-12-2023,68,0.13,377.9541
B2B004241,D0033,P0044,06-03-2023,53,0.06,428.2358
B2B004242,D0086,P0030,10-01-2024,87,0.06,30.7944
B2B004243,D0004,P0041,21-11-2023,84,0.19,56.538
B2B004244,D0079,P0030,09-07-2023,37,0.1,29.484
B2B004245,D0017,P0011,29-01-2023,57,0.12,17.6792
B2B004246,D0022,P0024,06-05-2023,67,0.19,153.5112
B2B004247,D0095,P0046,15-03-2024,37,0,334.64
B2B004248,D0018,P0036,29-07-2023,73,0.08,373.6212
B2B004249,D0023,P0026,19-09-2023,39,0.03,382.8978
B2B004250,D0008,P0011,21-02-2023,61,0.06,18.8846
B2B004251,D0021,P0028,16-11-2023,51,0.19,212.1957
B2B004252,D0068,P0005,22-03-2024,24,0.19,70.0245
B2B004253,D0008,P0032,16-04-2024,34,0.12,82.3328
B2B004254,D0019,P0005,28-03-2024,84,0.1,77.805
B2B004255,D0085,P0020,10-04-2023,31,0.2,122.16
B2B004256,D0019,P0014,24-01-2023,33,0.11,101.5045
B2B004257,D0003,P0007,22-04-2024,21,0.12,33.8448
B2B004258,D0021,P0024,18-01-2024,49,0.06,178.1488
B2B004259,D0068,P0044,14-01-2023,84,0.14,391.7902
B2B004260,D0088,P0009,24-09-2023,59,0.08,280.186
B2B004261,D0027,P0022,04-02-2023,15,0.13,68.1645
B2B004262,D0090,P0014,18-04-2024,82,0,114.05
B2B004263,D0003,P0028,25-03-2024,40,0.08,241.0124
B2B004264,D0010,P0008,28-06-2023,56,0.04,417.0528
B2B004265,D0009,P0002,17-04-2024,47,0.12,418.748
B2B004266,D0069,P0007,13-05-2024,30,0.14,33.0756
B2B004267,D0076,P0013,09-05-2024,14,0.12,367.752
B2B004268,D0066,P0003,30-10-2023,61,0.15,313.378
B2B004269,D0068,P0011,31-03-2023,80,0.02,19.6882
B2B004270,D0098,P0041,19-10-2023,44,0.13,60.726
B2B004271,D0058,P0035,05-07-2023,96,0.14,415.5176
B2B004272,D0015,P0040,03-06-2023,24,0.1,203.103
B2B004273,D0003,P0037,04-10-2023,94,0.2,127.408
B2B004274,D0051,P0038,16-02-2024,24,0.06,54.3884
B2B004275,D0043,P0024,10-04-2024,35,0.15,161.092
B2B004276,D0010,P0023,01-06-2024,65,0.05,145.4925
B2B004277,D0054,P0013,06-01-2024,28,0.18,342.678
B2B004278,D0004,P0003,29-01-2023,10,0.06,346.5592
B2B004279,D0063,P0027,25-04-2023,84,0.03,104.6048
B2B004280,D0070,P0005,03-03-2023,49,0.16,72.618
B2B004281,D0066,P0004,17-06-2023,65,0.06,285.1396
B2B004282,D0064,P0047,13-02-2024,93,0.2,130.192
B2B004283,D0026,P0028,27-07-2023,60,0.01,259.3503
B2B004284,D0026,P0047,15-02-2023,17,0.15,138.329
B2B004285,D0012,P0001,26-12-2023,23,0.1,174.168
